#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,estrada_(mata_+_comunidade)___Vasante,FOAD_Vasante,B._sonhos_vasante,Sia_mariana__corixo_Leme__vasante,Corixo_Leme_vasante,Rio_III_vasante,RioII_vasante,Rio_I_vasante,Mane_Isaque_vasante,Sia_Mariana__Mutum_vasante,Rio_Mutum_vasante,Corixo_do_Mato_vasante,Chacorore__vasante,Total_1º_coleta/_Vazante,estrada_(mata_+_comunidade)_seca,FOAD_seca,B._sonhos_seca,Sia_Mariana__corixo_do_leme_seca,Corixo_Leme_seca,Rio_III_seca,_Rio_II_seca,Rio_I_seca,Mane_Isaque_seca,Sia_Mariana__Mutum_seca,Rio_Mutum_seca,Corixo_do_Mato_seca,Chacorore_seca,Total_2º_coleta/_Seca,estrada_(mata_+_comunidade)_enchente,FOAD_enchente,B._sonhos_enchente,Sia_Mariana___Corixo_do_Leme_enchente,Corixo_Leme_enchente,Rio_III_enchente,Rio_II_enchente,Rio_I_enchente,Mane_Isaque_enchente,Sia_Mariana__Mutum_enchente,Rio_Mutum_enchente,Corixo_do_Mato_enchente,Chacorore_enchente,Total_3º_coleta/_enchente,estrada_(mata_+_comunidade)_cheia,FOAD_cheia,B._sonhos_cheia,Sia_Mariana___Corixo_do_leme_cheia,Corixo_Leme_cheia,Rio_III_cheia,Rio_II_cheia,Rio_I_cheia,Mane_Isaque_cheia,Sia_Mariana__Mutum_cheia,Rio_Mutum_cheia,Corixo_do_Mato_cheia,Chacorore_cheia,Total_4º_coleta/_Cheia,
104,Especie,Pteroglossus_castanotis_Gould_1834,aracari_castanho,Chestnut_eared_Aracari,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,0,5,5,,,,,,,,,,,,,,0,8
,Familia,Picidae_Leach_1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Picumninae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Picumnus_Temminck_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Especie,Picumnus_pygmaeus_(Lichtenstein_1823),picapauzinho_pintado,Spotted_Piculet,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Subfamilia,Picinae_Leach_1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Melanerpes_Swainson_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Especie,Melanerpes_candidus_(Otto_1796),pica_pau_branco,White_Woodpecker,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,1,1
107,Especie,Melanerpes_cruentatus_(Boddaert_1783),benedito_de_testa_vermelha,Yellow_tufted_Woodpecker,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Genero,Veniliornis_Bonaparte_1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Especie,Veniliornis_passerinus_(Linnaeus_1766),pica_pau_pequeno,Little_Woodpecker,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,0,3
,Genero,Campephilus_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Especie,Campephilus_melanoleucos_(Gmelin_1788),pica_pau_de_topete_vermelho,Crimson_crested_Woodpecker,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,2,4
,Genero,Dryocopus_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Especie,Dryocopus_lineatus_(Linnaeus_1766),pica_pau_de_banda_branca,Lineated_Woodpecker,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Genero,Piculus_Spix_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Especie,Piculus_chrysochloros_(Vieillot_1818),pica_pau_dourado_escuro,Golden_green_Woodpecker,,,,,,,,,,,,,,0,,,,,,,2,,,,,,,2,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,0,4
,Genero,Colaptes_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Especie,Colaptes_campestris_(Vieillot_1818),pica_pau_do_campo,Campo_Flicker,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,2,,,,,,2,6
,Ordem,Cariamiformes_Fürbringer_1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Familia,Cariamidae_Bonaparte_1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Cariama_Brisson_1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Especie,Cariama_cristata_(Linnaeus_1766),seriema,Red_legged_Seriema,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,6
,Ordem,Falconiformes_Bonaparte_1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Familia,Falconidae_Leach_1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Herpetotherinae_Lesson_1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Herpetotheres_Vieillot_1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Especie,Herpetotheres_cachinnans_(Linnaeus_1758),acaua,Laughing_Falcon,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Subfamilia,Caracarinae_dOrbigny_1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Caracara_Merrem_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Especie,Caracara_plancus_(Miller_1777),carcara,Crested_Caracara,1,1,,1,,,2,1,,,,,,6,,1,,1,,,,,,,1,,2,5,,,4,,,,1,4,,,,,14,23,,,,,,,,,,,,,,0,34
,Genero,Milvago_Spix_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Especie,Milvago_chimachima_(Vieillot_1816),carrapateiro,Yellow_headed_Caracara,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,4
,Ordem,Psittaciformes_Wagler_1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Familia,Psittacidae_Rafinesque_1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Arinae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Myiopsitta_Bonaparte_1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Especie,Myiopsitta_monachus_(Boddaert_1783),caturrita,Monk_Parakeet,,,,,,,5,,,,,,,5,,,3,,,,11,4,,,,,,18,,,,,,1,13,,7,,,,,21,,,,,,,5,1,,,3,,,9,53
,Genero,Brotogeris_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Especie,Brotogeris_tirica_(Gmelin_1788),periquito_rico,Plain_Parakeet,,,,,,,,,,,,,,0,,,3,,11,,,,,,,,,14,,,,,,,,,,,7,,,7,,,,,,,,,,,,,,0,21
119,Especie,Brotogeris_chiriri_(Vieillot_1818),periquito_de_encontro_amarelo,Yellow_chevroned_Parakeet,,,,,,3,3,2,9,,,,23,40,,5,6,,,5,7,7,,,3,,,33,,,,,,21,12,,22,15,1,,6,77,,,,,,,,2,,,1,,,3,153
,Genero,Pionus_Wagler_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Especie,Pionus_maximiliani_(Kuhl_1820),maitaca_verde,Scaly_headed_Parrot,,,,,,,,,,,,,,0,,,2,,,,1,,,3,,,,6,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,0,8
121,Especie,Pionus_menstruus_(Linnaeus_1766),maitaca_de_cabeca_azul,Blue_headed_Parrot,,,,,,,,,,,,,,0,,,3,,,,2,,,,,,,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,5
,Genero,Alipiopsitta_Caparroz_&_Pacheco_2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Especie,Alipiopsitta_xanthops_(Spix_1824),papagaio_galego,Yellow_faced_Parrot,3,,,,,,,,,,,,,3,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,5
,Genero,Amazona_Lesson_1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Especie,Amazona_ochrocephala_(Gmelin_1788),papagaio_campeiro,Yellow_crowned_Parrot,,,,,,,,2,,,,,,2,,,32,,,,,,,,,,,32,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,34
124,Especie,Amazona_aestiva_(Linnaeus_1758),papagaio_verdadeiro,Turquoise_fronted_Parrot,2,8,,,2,,,6,,,,,,18,,,121,2,,,,,,,,,2,125,,,,,,5,11,,,,,,,16,,,,,,,,,,,,,,0,159
,Genero,Anodorhynchus_Spix_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Especie,Anodorhynchus_hyacinthinus_(Latham_1790),arara_azul,Hyacinth_Macaw,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,0,2
,Genero,Eupsittula_Bonaparte_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Especie,Eupsittula_aurea_(Gmelin_1788),periquito_rei,Peach_fronted_Parakeet,,2,,,,,,50,,,5,13,,70,3,,,,,,5,,,,,,,8,,,,,,,,,15,,,,,15,,,,,,,2,,,,,,,2,95
,Genero,Primolius_Bonaparte_1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Especie,Primolius_maracana_(Vieillot_1816),maracana,Blue_winged_Macaw,,,,,,,,,,,7,,,7,,,,,,,,,,,,,,0,,,,,1,2,,19,10,,,,,32,,,,,,,,,,,1,,,1,40
128,Especie,Primolius_auricollis_(Cassin_1853),maracana_de_colar,Yellow_collared_Macaw,,2,,,,,,,,,2,,,4,,2,,,,,,,,,,,,2,,,,,2,22,,,4,,40,,,68,,,,,,,,2,,,3,,,5,79
,Genero,Ara_Lacepède_1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Especie,Ara_ararauna_(Linnaeus_1758),arara_caninde,Blue_and_yellow_Macaw,,,,,,,,,,,,,5,5,,,,,,,,,,,,,4,4,,,2,,,1,,,,,,,,3,,,6,,,,,,,,,,,6,18
,Genero,Psittacara_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Especie,Psittacara_leucophthalmus_(Statius_Muller_1776),periquitao,White_eyed_Parakeet,,,,,,,,,,,,,13,13,,,12,,,,,,,,,,,12,,,,,,,,2,,,6,,,8,,,,,,,,,,,,,,0,33
,Ordem,Passeriformes_Linnaeus_1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Familia,Thamnophilidae_Swainson_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Thamnophilinae_Swainson_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Thamnophilus_Vieillot_1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Especie,Thamnophilus_doliatus_(Linnaeus_1764),choca_barrada,Barred_Antshrike,,,,,,,,,,,2,,,2,,2,,,,,,,,,,,,2,,2,,,,,,,,,,0,2,4,,,,,,,,,,,,,,0,8
,Genero,Taraba_Lesson_1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Especie,Taraba_major_(Vieillot_1816),choro_boi,Great_Antshrike,,,,,,,,,2,,,,,2,,,,,,,,2,,,,,,2,,2,,,,,,,,,,,2,4,,,,,,,2,,,,,,2,4,12
,Genero,Hypocnemoides_Bangs_&_Penard_1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Especie,Hypocnemoides_maculicauda_(Pelzeln_1868),solta_asa,Band_tailed_Antbird,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Genero,Cercomacra_Sclater_1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Especie,Cercomacra_melanaria_(Menetries_1835),chororo_do_pantanal,Mato_Grosso_Antbird,,1,,,,,,,1,,,,,2,,1,,,1,,,2,,,2,,,6,,2,,,,,,,,,,0,9,11,,,1,,,,,,1,,,,,2,21
,Familia,Dendrocolaptidae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Sittasominae_Ridgway_1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Sittasomus_Swainson_1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Especie,Sittasomus_griseicapillus_(Vieillot_1818),arapacu_verde,Olivaceous_Woodcreeper,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,1,,,1,0,2,4,,,,,,,,,,,,,,0,4
,Subfamilia,Dendrocolaptinae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Dendrocolaptes_Hermann_1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Especie,Dendrocolaptes_platyrostris_Spix_1825,arapacu_grande,Planalto_Woodcreeper,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0,1
,Genero,Dendroplex_Swainson_1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Especie,Dendroplex_picus_(Gmelin_1788),arapacu_de_bico_branco,Straight_billed_Woodcreeper,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Familia,Furnariidae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Furnariinae_Gray_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Furnarius_Vieillot_1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Especie,Furnarius_leucopus_Swainson_1838,casaca_de_couro_amarelo,Pale_legged_Hornero,,,,,,2,,,5,,4,,2,13,,1,,,1,,3,1,,,1,,2,9,,15,11,,,,,1,,,2,0,1,30,,,,,,,2,,1,,2,,,5,57
139,Especie,Furnarius_rufus_(Gmelin_1788),joao_de_barro,Rufous_Hornero,1,3,,,,2,1,,6,,,,5,18,5,6,3,,2,,8,1,7,,,,5,37,2,4,,,,6,,4,2,,2,0,9,29,,,2,,,2,3,1,3,,,,,11,95
,Subfamilia,Synallaxiinae_De_Selys_Longchamps_1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Phacellodomus_Reichenbach_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Especie,Phacellodomus_rufifrons_(Wied_1821),joao_de_pau,Rufous_fronted_Thornbird,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
141,Especie,Phacellodomus_ruber_(Vieillot_1817),graveteiro,Greater_Thornbird,,,,,,,,,1,,,,,1,,2,3,,,,,,,,,,,5,,3,,,,,,,,,,0,2,5,,,,,,,,,,,,,,0,11
,Genero,Cranioleuca_Reichenbach_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Especie,Cranioleuca_vulpina_(Pelzeln_1856),arredio_do_rio,Rusty_backed_Spinetail,,,,,3,,,,4,,4,,,11,,,,2,,,,,3,,1,,,6,,,,,1,,,,,,5,,3,9,,,,,3,,,,4,,,,2,9,35
,Genero,Pseudoseisura_Reichenbach_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Especie,Pseudoseisura_unirufa_(dOrbigny_&_Lafresnaye_1838),casaca_de_couro_de_crista_cinza,Rufous_Cacholote,,4,,,,,1,,,3,1,,5,14,,3,4,,,,2,1,,,,,,10,,4,,,,,,,,,,,,4,,1,,,,,,,2,,,,,3,31
,Genero,Certhiaxis_Lesson_1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Especie,Certhiaxis_cinnamomeus_(Gmelin_1788),curutie,Yellow_chinned_Spinetail,,1,,,,,,,,,,,,1,,,,,5,2,,,,,11,1,1,20,,,,,,,,,,,,,,0,,,,,,1,,,,,1,,,2,23
,Genero,Synallaxis_Vieillot_1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Especie,Synallaxis_albilora_Pelzeln_1856,joao_do_pantanal,White_lored_Spinetail,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,2,2,0,4,,5,,,13,,,,,,2,,,1,,,,,3,16
146,Especie,Synallaxis_hypospodia_Sclater_1874,joao_grilo,Cinereous_breasted_Spinetail,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,0,2
,Familia,Rhynchocyclidae_Berlepsch_1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Todirostrinae_Tello_Moyle_Marchese_&_Cracraft_2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Todirostrum_Lesson_1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Especie,Todirostrum_cinereum_(Linnaeus_1766),ferreirinho_relogio,Common_Tody_Flycatcher,,2,,,,,,,,,,,,2,,3,,,,,,,,,,,1,4,,2,,,,,,1,,,,,,3,,,,,,,,,,,,,,0,9
,Familia,Tyrannidae_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Elaeniinae_Cabanis_&_Heine_1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Camptostoma_Sclater_1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Especie,Camptostoma_obsoletum_(Temminck_1824),risadinha,Southern_Beardless_Tyrannulet,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Genero,Elaenia_Sundevall_1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Especie,Elaenia_flavogaster_(Thunberg_1822),guaracava_de_barriga_amarela,Yellow_bellied_Elaenia,,,,,,,,,,,,,,0,1,3,3,,,,1,,,,,,,8,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,9
150,Especie,Elaenia_spectabilis_Pelzeln_1868,guaracava_grande,Large_Elaenia,,,,,,,,,,,,,,0,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
151,Especie,Elaenia_chiriquensis_Lawrence_1865,chibum,Lesser_Elaenia,,,,,,,,,,,,,,0,,,,,,,1,,1,,,,6,8,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,8
,Genero,Serpophaga_Gould_1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Especie,Serpophaga_subcristata_(Vieillot_1817),alegrinho,White_crested_Tyrannulet,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0,3
,Subfamilia,Tyranninae_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Legatus_Sclater_1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Especie,Legatus_leucophaius_(Vieillot_1818),bem_te_vi_pirata,Piratic_Flycatcher,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,1
,Genero,Myiarchus_Cabanis_1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Especie,Myiarchus_swainsoni_Cabanis_&_Heine_1859,irre,Swainson's_Flycatcher,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
155,Especie,Myiarchus_ferox_(Gmelin_1789),maria_cavaleira,Short_crested_Flycatcher,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Genero,Pitangus_Swainson_1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Especie,Pitangus_sulphuratus_(Linnaeus_1766),bem_te_vi,Great_Kiskadee,2,9,1,,1,5,5,2,6,,3,,3,37,1,3,9,,2,4,13,2,3,,10,,,47,,6,,,5,5,6,3,1,,3,1,4,34,,4,2,,,2,3,,2,,9,,,22,140
,Genero,Philohydor_Lanyon_1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Especie,Philohydor_lictor_(Lichtenstein_1823),bentevizinho_do_brejo,Lesser_Kiskadee,,2,,,2,,,,1,,8,,,13,,,,1,1,,5,4,,,4,,,15,,,,,,,7,,,1,6,0,1,15,,,,,,,2,,,,,,,2,45
,Genero,Machetornis_Gray_1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Especie,Machetornis_rixosa_(Vieillot_1819),suiriri_cavaleiro,Cattle_Tyrant,2,2,,,,2,,,,,2,,,8,,,,,,,6,,,,1,,,7,,3,,,,,,,2,,,,,5,3,4,1,,,,,,,,3,,,11,31
,Genero,Myiodynastes_Bonaparte_1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Especie,Myiodynastes_maculatus_(Statius_Muller_1776),bem_te_vi_rajado,Streaked_Flycatcher,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
