#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,estrada_(mata_+_comunidade)___Vasante,FOAD_Vasante,B._sonhos_vasante,Sia_mariana__corixo_Leme__vasante,Corixo_Leme_vasante,Rio_III_vasante,RioII_vasante,Rio_I_vasante,Mane_Isaque_vasante,Sia_Mariana__Mutum_vasante,Rio_Mutum_vasante,Corixo_do_Mato_vasante,Chacorore__vasante,Total_1º_coleta/_Vazante,estrada_(mata_+_comunidade)_seca,FOAD_seca,B._sonhos_seca,Sia_Mariana__corixo_do_leme_seca,Corixo_Leme_seca,Rio_III_seca,_Rio_II_seca,Rio_I_seca,Mane_Isaque_seca,Sia_Mariana__Mutum_seca,Rio_Mutum_seca,Corixo_do_Mato_seca,Chacorore_seca,Total_2º_coleta/_Seca,estrada_(mata_+_comunidade)_enchente,FOAD_enchente,B._sonhos_enchente,Sia_Mariana___Corixo_do_Leme_enchente,Corixo_Leme_enchente,Rio_III_enchente,Rio_II_enchente,Rio_I_enchente,Mane_Isaque_enchente,Sia_Mariana__Mutum_enchente,Rio_Mutum_enchente,Corixo_do_Mato_enchente,Chacorore_enchente,Total_3º_coleta/_enchente,estrada_(mata_+_comunidade)_cheia,FOAD_cheia,B._sonhos_cheia,Sia_Mariana___Corixo_do_leme_cheia,Corixo_Leme_cheia,Rio_III_cheia,Rio_II_cheia,Rio_I_cheia,Mane_Isaque_cheia,Sia_Mariana__Mutum_cheia,Rio_Mutum_cheia,Corixo_do_Mato_cheia,Chacorore_cheia,Total_4º_coleta/_Cheia,
,Genero,Megarynchus_Thunberg_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Especie,Megarynchus_pitangua_(Linnaeus_1766),neinei,Boat_billed_Flycatcher,,1,,,,,,,,,1,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,3
,Genero,Myiozetetes_Sclater_1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Especie,Myiozetetes_cayanensis_(Linnaeus_1766),bentevizinho_de_asa_ferruginea,Rusty_margined_Flycatcher,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,2
162,Especie,Myiozetetes_similis_(Spix_1825),bentevizinho_de_penacho_vermelho,Social_Flycatcher,1,,,2,,,,,,,,,,3,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,5
,Genero,Tyrannus_Lacepède_1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Especie,Tyrannus_albogularis_Burmeister_1856,suiriri_de_garganta_branca,White_throated_Kingbird,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,3,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0,4
164,Especie,Tyrannus_melancholicus_Vieillot_1819,suiriri,Tropical_Kingbird,,4,,,,,4,,4,1,7,,7,27,,3,3,1,,1,5,12,,1,11,,2,39,2,,,,1,3,,1,4,4,11,1,5,32,5,6,,,,,4,2,8,,7,,2,34,132
165,Especie,Tyrannus_savana_Daudin_1802,tesourinha,Southern_Fork_tailed_Flycatcher,,,,,,,,,,,,,,0,,,,,,,,,,,35,,1,36,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,36
,Subfamilia,Fluvicolinae_Swainson_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Arundinicola_dOrbigny_1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Especie,Arundinicola_leucocephala_(Linnaeus_1764),freirinha,White_headed_Marsh_Tyrant,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,1
,Genero,Fluvicola_Swainson_1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Especie,Fluvicola_albiventer_(Spix_1825),lavadeira_de_cara_branca,Black_backed_Water_Tyrant,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,2
169,Especie,Fluvicola_nengeta_(Linnaeus_1766),lavadeira_mascarada,Masked_Water_Tyrant,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,2
,Genero,Pyrocephalus_Gould_1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Especie,Pyrocephalus_rubinus_(Boddaert_1783),principe,Vermilion_Flycatcher,,2,,,,,3,,,,1,,,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,6
,Genero,Xolmis_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Especie,Xolmis_velatus_(Lichtenstein_1823),noivinha_branca,White_rumped_Monjita,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Familia,Vireonidae_Swainson_1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Cyclarhis_Swainson_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Especie,Cyclarhis_gujanensis_(Gmelin_1789),pitiguari,Rufous_browed_Peppershrike,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,2
,Familia,Corvidae_Leach_1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Cyanocorax_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Especie,Cyanocorax_cyanomelas_(Vieillot_1818),gralha_do_pantanal,Purplish_Jay,,4,,,,,,,,,,,,4,,,,,5,,,,,,,,,5,,,,,,,,,,,,0,2,2,6,2,,,,,,,,,,,,8,19
,Familia,Hirundinidae_Rafinesque_1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Atticora_Boie_1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Especie,Atticora_fasciata_(Gmelin_1789),peitoril,White_banded_Swallow,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Genero,Stelgidopteryx_Baird_1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Especie,Stelgidopteryx_ruficollis_(Vieillot_1817),andorinha_serradora,Southern_Rough_winged_Swallow,,,,,,,6,9,10,,,,,25,,,,,,,6,3,4,4,1,,,18,,3,,,,2,9,3,6,,2,,,25,,,,,,,7,2,2,,,,,11,79
,Genero,Progne_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Especie,Progne_tapera_(Linnaeus_1766),andorinha_do_campo,Brown_chested_Martin,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,2,4,,,3,,,9,9
177,Especie,Progne_chalybea_(Gmelin_1789),andorinha_grande,Gray_breasted_Martin,,,,,,,,,1,,,,,1,1,4,1,,,2,9,2,1,,166,,10,196,,2,,,,,,1,,,,,,3,,4,3,,,,,4,1,,6,,,18,218
,Genero,Tachycineta_Cabanis_1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Especie,Tachycineta_albiventer_(Boddaert_1783),andorinha_do_rio,White_winged_Swallow,,3,,,,3,15,13,6,,3,,,43,,5,6,,,7,20,6,1,,1,,1,47,,,,,,5,29,2,3,,3,2,,44,,,,,,7,25,2,,3,4,,,41,175
,Genero,Riparia_Forster_1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Especie,Riparia_riparia_(Linnaeus_1758),andorinha_do_barranco,Bank_Swallow,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,4
,Familia,Troglodytidae_Swainson_1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Troglodytes_Vieillot_1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Especie,Troglodytes_musculus_Naumann_1823,corruira,Southern_House_Wren,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0,1
,Genero,Campylorhynchus_Spix_1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Especie,Campylorhynchus_turdinus_(Wied_1831),catatau,Thrush_like_Wren,,,,,,7,,2,,,,,8,17,,1,4,,,3,1,5,,,,,,14,,2,1,,,6,,2,2,,,0,5,18,,,,,,,,,,,1,,,1,50
,Familia,Polioptilidae_Baird_1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Polioptila_Sclater_1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Especie,Polioptila_dumicola_(Vieillot_1817),balanca_rabo_de_mascara,Masked_Gnatcatcher,,1,,,,,,,,,,,,1,,2,1,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,4
,Familia,Donacobiidae_Aleixo_&_Pacheco_2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Donacobius_Swainson_1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Especie,Donacobius_atricapilla_(Linnaeus_1766),japacanim,Black_capped_Donacobius,,,,,1,,3,2,12,,3,12,1,34,,,,4,2,,,,1,,1,,,8,,,,,,2,4,1,4,,2,10,1,24,,,,,,,6,1,1,,5,,,13,79
,Familia,Turdidae_Rafinesque_1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Turdus_Linnaeus_1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Especie,Turdus_rufiventris_Vieillot_1818,sabia_laranjeira,Rufous_bellied_Thrush,,1,,,,1,,1,,,,,3,6,,5,2,,,,4,,2,,1,,,14,,3,,,,,,,,,,0,3,6,,4,,,,,,1,2,,,,,7,33
,Familia,Mimidae_Bonaparte_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Mimus_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Especie,Mimus_saturninus_(Lichtenstein_1823),sabia_do_campo,Chalk_browed_Mockingbird,,,,,,,,,,,,,,0,,,,,,,2,,,,,,5,7,,,1,,,,,,,,,0,2,3,,,,,,,,,,,,,,0,10
,Familia,Passeridae_Rafinesque_1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Passer_Brisson_1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Especie,Passer_domesticus_(Linnaeus_1758),pardal,House_Sparrow,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Familia,Motacillidae_Horsfield_1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Anthus_Bechstein_1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Especie,Anthus_chii_Vieillot_1818,caminheiro_zumbidor,Yellowish_Pipit,,,4,,,,,1,,,,,,5,,,,,,,,,,,,,,0,,3,18,,,,,,,,,,,21,,,4,,,1,,,2,,,,,7,33
,Familia,Fringillidae_Leach_1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Euphoniinae_Cabanis_1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Euphonia_Desmarest_1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Especie,Euphonia_chlorotica_(Linnaeus_1766),fim_fim,Purple_throated_Euphonia,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Familia,Passerellidae_Cabanis_&_Heine_1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Zonotrichia_Swainson_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Especie,Zonotrichia_capensis_(Statius_Muller_1776),tico_tico,Rufous_collared_Sparrow,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
,Subfamilia,Sturnellinae_Chenu_&_Des_Murs_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Leistes_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Especie,Leistes_superciliaris_(Bonaparte_1850),policia_inglesa_do_sul,White_browed_Meadowlark,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,3
,Subfamilia,Cacicinae_Bonaparte_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Psarocolius_Wagler_1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Especie,Psarocolius_decumanus_(Pallas_1769),japu,Crested_Oropendola,,1,,5,,,,,,,,,,6,,,6,,,,,,,,,,,6,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,1,13
,Genero,Cacicus_Lacepède_1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Especie,Cacicus_solitarius_(Vieillot_1816),irauna_de_bico_branco,Solitary_Black_Cacique,,1,30,,,,,,,,,,,31,,1,,,,3,,,,,1,,,5,,,,,,,,,1,,,,,1,,,,,1,,,,3,,,,,4,41
193,Especie,Cacicus_cela_(Linnaeus_1758),xexeu,Yellow_rumped_Cacique,,,,,1,,1,4,,,1,,2,9,3,,,,5,4,7,5,2,,2,,2,30,,,,,,9,5,,1,,7,,,22,,,,,,,7,3,2,,2,,,14,75
,Subfamilia,Icterinae_Vigors_1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Icterus_Brisson_1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Especie,Icterus_croconotus_(Wagler_1829),joao_pinto,Orange_backed_Troupial,,,,,,,,,1,,,,9,10,,,,,,,1,2,,,,,,3,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,0,15
195,Especie,Icterus_pyrrhopterus_(Vieillot_1819),encontro,Variable_Oriole,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Subfamilia,Agelaiinae_Swainson_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Molothrus_Swainson_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Especie,Molothrus_bonariensis_(Gmelin_1789),chupim,Shiny_Cowbird,,,,,,,,,21,,1,,,22,,3,,,,5,1,,,,,,,9,,,,,,,2,,,,12,0,2,16,,,,,,,,,,,,,,0,47
,Genero,Gnorimopsar_Richmond_1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Especie,Gnorimopsar_chopi_(Vieillot_1819),passaro_preto,Chopi_Blackbird,,32,,,,,1,,1,,,,7,41,,5,,,1,,5,2,,,,,2,15,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,0,58
,Genero,Agelaioides_Cassin_1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Especie,Agelaioides_badius_(Vieillot_1819),asa_de_telha,Grayish_Baywing,,,,,,,1,,,,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,0,6
,Genero,Agelasticus_Cabanis_1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Especie,Agelasticus_cyanopus_(Vieillot_1819),carretao_do_oeste,Yellow_breasted_Blackbird,,,,,,,,,,,,,,0,,,,,,2,,,,,10,,,12,,,,,,8,,,,,,,,8,,,,,,,,,2,,,,2,4,24
,Familia,Thraupidae_Cabanis_1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subfamilia,Saltatorinae_Bonaparte_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Saltator_Vieillot_1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Especie,Saltator_maximus_(Statius_Muller_1776),tempera_viola,Buff_throated_Saltator,,,,,,2,,,1,,,,1,4,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,6
201,Especie,Saltator_coerulescens_Vieillot_1817,trinca_ferro_gonga,Grayish_Saltator,,2,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,4
202,Especie,Saltator_similis_dOrbigny_&_Lafresnaye_1837,trinca_ferro,Green_winged_Saltator,,2,,,,,,,,,,,,2,,,,,,,3,,,,,,,3,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0,6
,Subfamilia,Coerebinae_dOrbigny_&_Lafresnaye_1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Coereba_Vieillot_1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Especie,Coereba_flaveola_(Linnaeus_1758),cambacica,Bananaquit,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,0,4
,Subfamilia,Tachyphoninae_Bonaparte_1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Volatinia_Reichenbach_1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Especie,Volatinia_jacarina_(Linnaeus_1766),tiziu,Blue_black_Grassquit,,,,,,,5,,,,,,,5,,,2,,2,,1,,,,,,,5,,,,,,,,,,,4,0,2,6,,,,,,,,,,,,,,0,16
,Genero,Ramphocelus_Desmarest_1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Especie,Ramphocelus_bresilia_(Linnaeus_1766),tie_sangue,Brazilian_Tanager,,,,,1,,,1,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
206,Especie,Ramphocelus_carbo_(Pallas_1764),pipira_vermelha,Silver_beaked_Tanager,,7,,,,3,,,1,,1,,,12,,2,,,11,,10,20,1,,5,,,49,,,,,2,15,,1,5,,,,,23,,,,,3,,2,,,,3,,,8,92
,Subfamilia,Sporophilinae_Ridgway_1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Sporophila_Cabanis_1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Especie,Sporophila_lineola_(Linnaeus_1758),bigodinho,Lined_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
208,Especie,Sporophila_plumbea_(Wied_1830),patativa,Plumbeous_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,2,,8,,,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,10
209,Especie,Sporophila_collaris_(Boddaert_1783),coleiro_do_brejo,Rusty_collared_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
210,Especie,Sporophila_nigricollis_(Vieillot_1823),baiano,Yellow_bellied_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,4
211,Especie,Sporophila_caerulescens_(Vieillot_1823),coleirinho,Double_collared_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
212,Especie,Sporophila_bouvreuil_(Statius_Muller_1776),caboclinho,Copper_Seedeater,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,Subfamilia,Diglossinae_Sclater_1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Sicalis_Boie_1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Especie,Sicalis_flaveola_(Linnaeus_1766),canario_da_terra,Saffron_Finch,10,200,,,,,,,,,,,5,215,,6,,,,,,,,,2,,2,10,,8,7,,,,,4,,,2,0,5,26,,8,2,,,,,,,,,,,10,261
,Subfamilia,Thraupinae_Cabanis_1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genero,Paroaria_Bonaparte_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Especie,Paroaria_coronata_(Miller_1776),cardeal,Red_crested_Cardinal,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
215,Especie,Paroaria_capitata_(dOrbigny_&_Lafresnaye_1837),cavalaria,Yellow_billed_Cardinal,,9,5,,,6,6,6,2,,7,7,17,65,,12,2,,4,5,3,25,7,,20,,10,88,,6,,,1,,3,,1,,1,0,3,15,,2,,,2,,,,5,,9,,,18,186
,Genero,Thraupis_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Especie,Thraupis_sayaca_(Linnaeus_1766),sanhaco_cinzento,Sayaca_Tanager,,,,,,1,,1,,,,,1,3,,8,,,,,,,,,,,1,9,,,,,,,1,,,,1,0,2,4,,,,,1,1,3,3,3,,3,,,14,30
217,Especie,Thraupis_palmarum_(Wied_1821),sanhaco_do_coqueiro,Palm_Tanager,,2,,,,,,,,,,,5,7,,3,,,,,,1,,,,,,4,,,,,,,,,,,,0,1,1,,1,,,,,,,,,,,,1,13
,Genero,Stilpnia_Burns_Unitt_&_Mason_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Especie,Stilpnia_cayana_(Linnaeus_1766),saira_amarela,Burnished_buff_Tanager,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
Total,,,,,34,410,1218,75,44,67,219,320,222,432,236,599,339,4215,132,205,364,39,80,110,488,335,104,201,425,40,388,2911,21,127,346,364,43,172,174,121,138,81,321,56,270,2234,23,59,226,12,23,137,107,63,89,53,196,6,51,1045,10405
